city,country,x3,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x33,x36,x38,x39,x41,x47,x48,x49,x50,x51,x52,x53,x54,x55,country_name,continent_name,wage_span,median_salary,average_salary,lowest_salary,highest_salary,Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
Crown Point,United States,7.25,0.53,2.2,2.2,3.1753609625668444,11.02,22.05,8.82,4.41,1.1,2.2,2.2,1.32,1.1,1.25,2.0,1.2154789272030644,177.86542617046808,69.04989272943988,41.40092833876223,11.858936678614098,100.0,1200.0,900.0,2000.0,1400.0,3702.987788461537,2821.9793931398435,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Aarschot,Belgium,9.22,0.95,1.86,2.21,3.65,9.39,8.71,14.2,1.93,2.11,3.15,2.37,1.92,1.25,1.25,0.66,1.89,158.06,55.5,29.350344827586206,12.64,106.69,579.56,526.87,1001.06,895.68,3480.637916666666,2891.609130434783,1580.62,1.47,Belgium,Europe,Monthly,5729.39,6522.2,1997.89,27378.44,14.0,Belgium,72.61,25.79,50.67,63.32,78.63,79.72
Fuquay-Varina,United States,8.460107398568018,1.32,4.96,1.65,3.1753609625668444,19.84,8.71,14.33,5.51,1.1,3.31,4.85,1.87,0.88,1.5,1.5,1.2154789272030644,177.86542617046808,69.04989272943988,85.0,12.0,165.0,1700.0,1200.0,3000.0,2500.0,3702.987788461537,2821.9793931398435,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Holladay,United States,7.5,0.72,3.0455610357583267,2.87,2.39,12.84,8.36,19.82,3.67,0.98,2.84,3.3,1.81,2.27,1.48,1.43,1.31,167.33,62.8,20.0,12.5,88.33,900.0,900.0,1500.0,1000.0,3702.987788461537,2821.9793931398435,3313.0,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Budaors,Hungary,4.76,0.78,1.03,1.2,2.16,6.6,4.24,9.0,1.33,1.29,1.67,1.63,0.94,0.9,0.94,0.32,1.2,149.32,12.86,47.35,5.46,77.13,424.23,385.66,659.91,522.79,2378.26,2185.43,1041.45,4.73,Hungary,Europe,Monthly,1227.46,1344.23,339.45,5974.36,51.0,Hungary,40.66,11.91,27.18,35.19,32.82,51.98
Bra,Italy,5.8,1.05,2.11,1.32,1.94,9.48,9.48,13.7,2.37,2.11,2.0,2.475804195804198,1.0,1.05,0.74,1.05,2.05,68.49,31.09,57.96,8.43,94.84,474.19,459.99308411214975,1034.8427184466013,756.4395454545453,2972.4798979591806,1859.0855999999985,1580.62,1.8054609929078007,Italy,Europe,Monthly,3467.23,3868.92,972.52,17230.44,59.0,Italy,66.47,20.55,44.95,57.95,70.58,61.74
Saratoga,United States,7.0,1.16,3.31,5.87,4.0,15.43,13.23,35.27,6.59,2.32,5.06,5.35,3.31,2.76,1.53,2.0,1.67,141.67,50.0,50.0,14.0,100.0,3000.0,2750.0,7000.0,6000.0,6919.66,5381.96,3978.667886597939,2.5,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Arlon,Belgium,10.54,0.95,3.16,1.48,3.69,15.31,11.75,19.99,3.05,1.97,2.2122857142857146,3.26,2.52,1.36,1.19,1.05,1.89,165.96,56.9,31.61,8.43,116.57399999999997,803.48,632.25,1106.43,1080.09,2985.61,2581.68,2423.61,0.9,Belgium,Europe,Monthly,5729.39,6522.2,1997.89,27378.44,14.0,Belgium,72.61,25.79,50.67,63.32,78.63,79.72
Svendborg,Denmark,11.34,1.61,2.22,2.23,4.31,9.36,11.16,14.18,2.62,2.5,2.6,2.13,1.56,1.51,1.42,1.35,2.1,191.36,28.42,38.75,15.59,168.02,903.67,850.51,1630.14,1417.51,2858.65,1949.08,2778.33,1.17,Denmark,Europe,Monthly,5084.99,5779.04,1458.92,25637.39,33.0,Denmark,84.12,33.23,60.26,68.6,98.75,99.45
Rota,Spain,7.38,0.88,1.11,2.09,2.05,8.43,5.58,10.01,2.0,1.5,1.76,1.4,0.9,0.9,0.84,1.05,1.56,126.45,42.15,21.07,7.38,94.31,368.81,529.5508955223881,611.17,823.0813432835822,2642.79,1933.5176190476188,1159.12,1.5,Spain,Europe,Monthly,2579.28,2875.26,877.38,12050.74,116.0,Spain,53.88,21.25,38.58,45.69,53.96,70.04
Bourgoin-Jallieu,France,11.85,0.77,1.39,1.9,2.15,12.21,9.04,9.48,2.36,1.83,1.8,2.0,1.26,0.95,1.28,0.56,2.0,217.97,20.95,48.9,10.54,109.21,737.62,526.87,1159.12,948.37,5268.73,3055.86,2318.24,1.6,France,Europe,Monthly,3769.56,4377.38,1100.42,19467.23,42.0,France,74.13,25.33,51.26,73.64,71.84,85.41
Baglung,Nepal,4.84,0.57,0.26,0.38,1.11,3.84,2.13,1.69,1.0,0.38,0.58,0.31,0.36,0.37,0.12,0.21,1.041111111111111,21.092000000000002,13.792000000000002,19.645555555555557,1.73,27.439,78.07875,51.91375,76.89,49.98,2025.3500000000001,1028.9650000000001,190.50500000000002,15.0,Nepal,Asia,Monthly,551.13,608.2,153.18,2703.11,85.0,Nepal,28.29,3.96,16.89,26.45,20.41,22.96
Landsberg,Germany,8.43,0.76,1.79,1.05,2.59,14.01,13.59,23.39,3.15,1.94,2.63,3.58,2.21,3.06,1.48,0.21,2.31,243.18841269841272,35.968110236220454,34.15792000000001,9.48,108.95007874015748,843.0,669.13,1896.74,1527.93,7903.09,6322.47,2645.3018518518493,1.5,Germany,Europe,Monthly,3731.5,4048.63,1014.8,17970.4,44.0,Germany,65.58,27.62,47.78,52.31,60.91,103.08
Orlova,Czech Republic,5.58,1.17,3.29,2.94,3.11,10.34,10.81,12.07,1.3,2.81,3.24,1.51,0.82,1.73,1.95,1.3,2.29,496.18,42.83,64.89,5.41,151.41,519.1,519.1,605.62,605.62,3661.9180952380952,2581.61,493.15,4.8421875,Czech Republic,Europe,Monthly,2310.03,2653.06,668.69,11810.68,32.0,Czech Republic,48.24,18.4,34.25,42.76,36.72,66.47
Ornskoldsvik,Sweden,8.009642857142856,1.23,2.13,2.66,2.66,7.51,6.29,18.4,2.52,1.89,2.23,3.44,1.16,1.07,1.74,0.87,1.74,72.03,28.08,33.85,12.910357142857142,118.11749999999999,733.0815384615382,598.1303703703703,1355.77,887.0033333333331,5675.74,2916.446500000001,2396.82,2.1261538461538465,Sweden,Europe,Monthly,3568.16,4144.56,1043.0,18389.75,119.0,Sweden,71.74,25.86,50.23,65.78,72.61,98.14
SeaTac,United States,10.0,0.98,2.76,4.98,2.44,13.56,7.25,6.61,4.56,1.63,2.82,4.26,2.19,2.42,1.94,1.82,1.34,161.79,56.25,39.5,13.7,113.33,1461.2176331360947,1234.39430176565,2500.0,2250.0,3702.987788461537,2821.9793931398435,3978.667886597939,5.09,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Krotoszyn,Poland,5.07,0.59,1.09,0.9,2.43,11.83,4.51,12.4,0.79,1.01,1.2,2.7,0.6,0.75,0.9,0.38,1.4,202.84,7.32,27.07422222222221,5.41,67.61,440.5438297872341,367.71765957446814,676.8840909090908,567.7967441860463,2278.2935000000007,1805.4333333333336,919.9970454545456,5.750961538461538,Poland,Europe,Monthly,1496.57,1736.84,437.07,7734.55,99.0,Poland,38.95,14.45,27.46,32.42,33.52,59.95
Niles,United States,8.5,0.79,2.2,4.96,3.1753609625668444,6.59,6.61,11.57,3.63,2.08,4.73,3.31,4.96,3.41,1.5,2.0,1.2,261.9,60.0,41.40092833876223,8.5,110.0,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Big Spring,United States,9.0,0.92,1.97,4.31,2.59,9.51,6.57,14.27,3.7,0.93,4.15,2.5,2.5,1.9,1.5,1.75,1.09,184.16,69.33,22.95,8.0,102.5,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Hafnarfjordhur,Iceland,14.17,1.16,2.66,1.42,5.29,11.14,13.82,23.38,2.13,1.98,2.26,4.32,1.74,0.47,2.45,1.42,1.79,101.82,49.61,42.52,11.27,169.38,1594.61,1559.18,2055.28,2126.15,4429.48,2880.25,3472.71,3.88,Iceland,Europe,Monthly,4661.2,5049.03,1273.23,22464.51,52.0,Iceland,94.86,41.93,70.05,90.22,99.42,77.06
Morrisville,United States,8.0,0.79,3.31,2.2,3.1753609625668444,11.453959571938176,11.62058744993324,14.610352201257857,3.86,1.21,4.41,3.31,2.87,6.61,5.0,1.8300843373494007,1.2154789272030644,187.24,65.0,15.0,11.0,100.0,1400.0,1200.0,2500.0,2072.2105687203793,2906.26,2583.34,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Herentals,Belgium,12.12,0.83,1.88,1.48,2.25,10.71,7.38,14.01,2.02,1.55,1.48,3.29,0.95,1.58,0.95,0.46,2.08,158.06,54.53,50.05,10.54,105.37,632.25,632.25,1053.75,895.68,3043.22,2634.36,2107.49,2.3,Belgium,Europe,Monthly,5729.39,6522.2,1997.89,27378.44,14.0,Belgium,72.61,25.79,50.67,63.32,78.63,79.72
Plattsburgh,United States,8.5,0.87,1.1,2.2,2.49,11.0,6.34,11.3,4.39,1.38,2.76,4.67,1.65,1.87,1.75,1.25,1.29,169.34,61.33,41.40092833876223,13.0,70.0,750.0,500.0,1200.0,950.0,3702.987788461537,2821.9793931398435,3978.667886597939,4.21,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Gyongyos,Hungary,6.43,0.75,0.71,1.47,1.95,7.71,4.18,5.91,1.29,1.16,1.2,2.44,0.72,0.69,1.03,0.32,1.1,110.72,9.32,30.75692307692308,5.14,38.57,212.11,167.12,334.24,257.11,1703.835384615385,1299.7080769230774,642.77,5.2,Hungary,Europe,Monthly,1227.46,1344.23,339.45,5974.36,51.0,Hungary,40.66,11.91,27.18,35.19,32.82,51.98
Dubasari,Moldova,2.82,0.77,0.36,0.87,1.27,7.95,4.3,5.47,0.63,1.37,1.47,1.4,0.41,0.38,0.71,0.48,1.12,60.95,8.89,19.490000000000002,3.59,76.9,173.55,113.535,299.12750000000005,211.64499999999998,689.4033333333333,475.39000000000004,279.832,8.0,Moldova,Europe,Monthly,1318.68,1467.03,370.33,6538.46,80.0,Moldova,30.35,8.7,20.2,24.96,27.1,33.43
Lucenec,Slovakia,5.53,0.82,1.33,1.53,2.09,10.06,6.92,8.25,1.89,1.72,1.75,3.38,0.77,0.81,1.15,0.79,1.13,353.0,12.64,26.34,6.32,63.22,421.5,316.12,632.25,526.87,804.75,804.75,632.25,1.5,Slovakia,Europe,Monthly,2114.16,2315.01,581.4,10295.98,111.0,Slovakia,44.68,16.11,31.29,39.74,36.08,54.7
Lillehammer,Norway,13.36,1.76,2.31,3.19,2.84,11.75,7.18,18.5,2.06,1.76,2.5,2.83,2.32,1.75,3.01,3.44,2.26,231.19,40.76,47.95,13.87,181.49,993.26,702.13,2020.76,1267.26,8220.06,3801.78,2707.56,2.0,Norway,Europe,Monthly,4420.02,4786.34,1208.23,21281.57,91.0,Norway,100.9,34.68,69.86,97.31,105.49,83.11
Sept-Iles,Canada,10.75,2.19,3.0,6.98,3.26,12.08,15.56,21.49,5.62,1.68,6.54,4.59,2.43,2.84,2.33,2.22,1.4692523364485972,97.58,59.04,43.28794392523364,5.93,101.01887850467295,1185.84,1111.72,1778.76,1482.3,5159.83918032787,3967.442711864406,2965.9993749999994,5.344150943396228,Canada,Northern America,Monthly,6311.03,7352.94,1850.0,32720.59,24.0,Canada,70.22,34.33,53.4,70.01,67.86,87.98
Jeffrey's Bay,South Africa,3.99,0.67,0.87,1.17,1.93,4.56,4.85,5.27,1.28,0.83,1.43,1.03,0.71,0.74,0.91,0.68,1.23,129.26,57.03,30.355789473684204,6.84,49.04,456.21,256.62,513.24,370.67,908.7815789473685,755.1560000000001,798.37,7.0,South Africa,Africa,Monthly,1441.44,1658.72,417.59,7366.19,114.0,South Africa,42.09,16.6,30.14,34.78,41.33,78.36
Bermejo,Bolivia,4.34,0.72,1.74,0.72,1.45,4.82,1.45,2.89,1.45,0.72,1.06,0.72,0.72,0.72,0.34,0.72,0.52,38.57,21.69,28.92,7.23,21.69,314.7325,201.2,448.7825,433.87,986.1175,724.8475000000001,376.4025,5.5,Bolivia,South America,Monthly,1131.5,1236.99,312.14,5505.78,17.0,Bolivia,34.77,10.18,23.24,31.26,24.97,36.04
Ajka,Hungary,5.14,0.71,0.88,0.93,1.87,8.36,3.18,6.43,1.14,1.18,1.09,2.19,0.66,0.57,0.77,0.33,1.22,124.85,10.93,23.14,3.99,55.92,274.57,231.4,359.95,359.95,1285.55,1221.27,651.34,8.0,Hungary,Europe,Monthly,1227.46,1344.23,339.45,5974.36,51.0,Hungary,40.66,11.91,27.18,35.19,32.82,51.98
Monterey,United States,8.26,1.26,4.05,6.61,2.84,15.05,22.05,14.1,5.93,1.27,3.1,5.02,2.3,4.16,2.51,2.26,1.45,258.81,133.16,36.0,10.0,105.0,2400.0,2100.0,3000.0,2800.0,3702.987788461537,2821.9793931398435,2068.33,5.43,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Capljina,Bosnia And Herzegovina,3.76,0.92,0.85,1.56,1.9,6.1,6.16,8.78,1.03,1.34,1.41,1.31,0.8,0.9,1.05,0.57,1.49,161.26,20.26,21.5,2.69,102.13,120.95,94.07,161.26,120.95,1243.3359999999998,898.082,519.62,4.81,,,,,,,,18.0,Bosnia And Herzegovina,36.12,6.82,22.39,31.14,25.34,44.1
Peniche,Portugal,6.32,0.72,1.05,0.98,1.65,6.34,6.3,11.56,1.29,1.11,1.22,2.1,1.63,1.11,1.02,0.53,2.12,106.43,39.2,31.61,7.9,73.76,645.9779069767441,513.9911627906977,1058.9793023255813,826.0916279069767,2765.5067567567557,1934.6157894736841,737.62,2.25,Portugal,Europe,Monthly,2537.0,2917.55,739.96,13002.11,100.0,Portugal,47.94,20.73,35.19,39.01,40.26,46.8
Stratford-upon-Avon,United Kingdom,7.07,1.06,1.03,1.48,2.11,7.38,6.55,10.22,2.42,1.35,2.0,2.64,1.97,1.17,0.86,1.03,1.9,259.67,40.59,50.84,13.53,79.95,1230.0,953.25,1721.8109401709405,2244.75,9225.0,6150.0,4305.0,3.13,United Kingdom,Europe,Monthly,6300.0,7235.37,1829.27,32214.63,131.0,United Kingdom,69.65,31.84,51.93,56.58,76.79,88.78
Sonora,United States,11.0,1.35,4.41,4.68,4.5,12.68,9.92,14.88,6.05,2.07,4.07,7.72,2.87,4.4,2.88,2.5,1.44,177.86542617046808,80.0,50.0,17.5,102.5,1461.2176331360947,1800.0,2503.6035714285736,1900.0,3702.987788461537,2821.9793931398435,4100.0,5.0,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Yukon,United States,8.5,0.96,2.2,3.31,2.84,7.83,11.74,15.37,3.28,1.58,4.41,2.2,1.85,2.08,1.27,1.94,1.07,300.0,75.88,50.0,9.5,101.56,850.0,800.0,1600.0,1050.0,3702.987788461537,2821.9793931398435,3978.667886597939,3.5,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Chios,Greece,6.11,1.26,0.84,2.11,2.63,7.9,7.38,11.06,1.05,1.48,0.84,1.48,0.82,0.9544117647058824,0.53,0.28,2.22,142.26,27.4,42.15,8.43,88.53272727272729,368.81,263.44,526.87,665.3634615384617,1054.8,1971.5699999999997,721.11,4.4206896551724135,Greece,Europe,Monthly,2241.01,2579.28,655.39,11522.2,46.0,Greece,56.22,12.68,35.81,44.73,52.19,39.73
Kriens,Switzerland,16.03,1.74,3.36,3.16,5.13,24.25,19.25,50.48,3.94,2.14,3.74,4.06,2.03,1.28,2.35,0.8,1.97,208.5,57.67,78.01629629629628,19.23,144.24,1511.9753571428569,1278.8476,2882.647692307692,2189.8429629629627,11934.601818181814,8652.144761904763,5719.071764705884,1.29,Switzerland,Europe,Monthly,9836.07,11292.9,2850.27,50363.93,120.0,Switzerland,123.35,53.54,90.62,128.13,122.09,118.44
Kholmsk,Russia,10.4,1.28,0.8,1.28,1.92,11.2,6.4,10.4,3.68,2.4,2.4,4.0,1.25,1.06,0.96,0.72,0.8,136.0,16.0,64.0,4.0,56.0,320.0,160.0,400.0,320.0,3200.0,1600.0,650.5778571428572,8.0,Russia,Europe,Monthly,975.51,1065.68,268.47,4744.34,104.0,Russia,35.26,13.09,24.87,29.86,34.56,37.41
San Martin de los Andes,Argentina,4.5,0.76,1.25,0.65,1.5,4.6,3.0,5.0,0.75,0.75,0.57,1.5,0.6,0.49,0.7,0.5,0.71,50.0,20.33,30.0,3.0,80.0,180.0,140.0,450.0,400.0,2500.0,2000.0,430.45875,48.75,Argentina,South America,Monthly,110.28,129.42,32.57,577.13,4.0,Argentina,34.69,7.71,22.04,28.17,33.32,30.72
New Smyrna Beach,United States,8.0,1.0,3.26,3.6,3.07,11.65,11.85,14.79,5.57,1.59,5.89,5.96,5.36,2.94,1.87,1.63,1.17,160.06,77.28,65.0,10.0,79.0,1500.0,1700.0,2500.0,2700.0,3702.987788461537,2821.9793931398435,3978.667886597939,5.34,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Veendam,Netherlands,8.43,1.14,2.08,1.88,2.31,10.6,8.1,28.97,2.68,1.26,1.36,2.72,1.01,0.94,0.79,0.53,2.35,482.74,36.88,33.18976190476191,10.54,63.22,1121.1841025641027,946.631794871795,1805.2843589743586,1458.73225,4644.157878787879,3547.038484848485,3130.209250000001,2.3697999999999997,Netherlands,Europe,Monthly,4756.87,5179.7,1427.06,22515.86,86.0,Netherlands,75.66,36.06,57.1,65.49,76.35,87.99
Maloyaroslavets,Russia,5.875398230088497,1.44,0.64,1.92,1.73,4.0,4.8,7.2,1.6,1.44,2.4,2.72,0.88,1.12,1.3562162162162166,0.64,0.8117796610169491,272.0,4.8,112.0,4.8,240.0,400.22316326530614,270.96556701030926,728.7858426966293,493.7386021505376,1200.0,720.0,352.0,20.0,Russia,Europe,Monthly,975.51,1065.68,268.47,4744.34,104.0,Russia,35.26,13.09,24.87,29.86,34.56,37.41
East Chicago,United States,7.0,0.95,3.14,2.93,5.0,8.21,14.33,8.8,4.41,1.19,5.5,5.78,5.13,1.96,1.25,1.2,1.32,75.0,40.0,50.0,7.5,162.5,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Mirano,Italy,8.43,1.37,2.56,2.11,3.06,14.73,6.32,15.81,1.97,1.86,2.11,3.69,1.12,1.05,0.79,0.42,2.1,179.14,31.08,47.42,9.48,121.78,585.0661739130435,459.99308411214975,1034.8427184466013,756.4395454545453,2972.4798979591806,1859.0855999999985,1685.99,1.4,Italy,Europe,Monthly,3467.23,3868.92,972.52,17230.44,59.0,Italy,66.47,20.55,44.95,57.95,70.58,61.74
Kongsberg,Norway,14.9,2.16,3.08,1.64,2.98,12.06,14.39,19.27,3.19,2.84,3.08,4.11,2.16,2.72,2.52,2.77,2.07,256.88,51.38,42.37181818181819,12.33,123.3,873.38,667.88,1438.51,1130.26,5430.561000000001,3905.5989999999993,3155.99,3.83,Norway,Europe,Monthly,4420.02,4786.34,1208.23,21281.57,91.0,Norway,100.9,34.68,69.86,97.31,105.49,83.11
Rambouillet,France,9.48,0.81,1.29,1.05,3.02,7.9,10.01,10.54,4.21,2.11,5.27,5.27,3.16,2.2435714285714288,1.3080722891566252,2.63,1.69,147.52,21.07,73.76,10.54,79.03,732.3631884057972,605.5365671641792,1393.6479365079367,1075.406515151515,3998.96,3050.59,2446.927804878048,2.0,France,Europe,Monthly,3769.56,4377.38,1100.42,19467.23,42.0,France,74.13,25.33,51.26,73.64,71.84,85.41
Tortona,Italy,8.69,1.16,1.05,1.58,2.53,7.9,9.17,15.81,2.16,1.51,1.89,2.48,1.08,1.53,0.84,0.21,2.1,171.48,28.57,36.17,9.65,121.18,585.0661739130435,459.99308411214975,1034.8427184466013,756.4395454545453,2972.4798979591806,1859.0855999999985,1502.7648175182462,1.42,Italy,Europe,Monthly,3467.23,3868.92,972.52,17230.44,59.0,Italy,66.47,20.55,44.95,57.95,70.58,61.74
Queensbury,United States,9.0,0.82,2.82,4.32,2.84,11.0,11.74,8.8,4.55,1.3,5.11,6.01,3.98,3.19,1.5,1.38,1.05,183.92,75.0,24.0,11.0,225.0,1461.2176331360947,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,3978.667886597939,6.17,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Porto Calvo,Brazil,5.75,0.86,1.17,0.93,1.78,9.15,4.15,8.56,1.38,1.04,0.94,1.7,0.84,0.82,0.71,0.63,1.3,66.94,21.05,25.87,5.75,46.94,306.55,248.27,557.54,457.43,1264.51,1101.66,395.29,8.17,Brazil,South America,Monthly,1490.04,1711.16,432.27,7609.56,20.0,Brazil,33.24,8.27,21.54,28.16,25.24,27.85
Sandanski,Bulgaria,6.01,1.26,0.79,1.6,1.73,4.81,5.74,6.95,1.36,1.49,1.07,1.6,0.8,0.37,0.27,0.61,1.56,81.06,12.25,16.03,4.01,64.12,234.6,168.61142857142858,399.1414285714287,66.79,641.18,641.18,347.31,3.35,Bulgaria,Europe,Monthly,1605.41,1794.59,454.05,7945.95,21.0,Bulgaria,38.38,9.07,24.64,34.02,32.44,45.96
Caboolture,Australia,6.8,1.12,1.94,2.17,4.0,10.16,6.46,14.95,3.23,2.55,2.96,6.73,2.72,2.0,2.55,0.54,1.45,305.81,33.3,40.77,16.31,101.94,951.41,815.5,1698.95,1359.16,4986.067391304348,3651.014090909091,3422.3042424242426,3.8,Australia,Oceania,Monthly,4306.45,4903.23,1236.13,21774.19,6.0,Australia,77.75,36.84,58.57,77.44,72.95,104.63
Maple Valley,United States,14.0,1.0028659286592847,3.0455610357583267,8.8,3.1753609625668444,15.19,11.62058744993324,26.41,6.8,1.52,5.99,7.1,3.41,3.73,1.62,3.5,1.35,195.0,72.5,65.0,14.75,112.5,2039.0,1234.39430176565,2900.0,2072.2105687203793,1345.49,1184.03,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Wangen im Allgau,Germany,7.38,0.95,3.16,1.69,2.97,15.81,11.06,15.81,2.63,1.63,3.16,3.16,2.11,1.58,1.21,0.26,2.21,398.99,43.73,47.42,10.54,52.69,790.31,526.87,1053.75,737.62,6322.47,4214.98,2571.14,2.5,Germany,Europe,Monthly,3731.5,4048.63,1014.8,17970.4,44.0,Germany,65.58,27.62,47.78,52.31,60.91,103.08
McHenry,United States,8.0,0.81,2.57,3.47,2.16,6.61,8.33,15.02,4.68,1.3,2.18,1.74,2.45,2.13,1.5,1.0,1.18,104.28,68.75,41.40092833876223,10.0,80.0,1561.0,1234.39430176565,2503.6035714285736,2072.2105687203793,3702.987788461537,2821.9793931398435,5625.0,5.0,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Coffs Harbour,Australia,8.83,1.11,2.23,1.89,2.88,5.86,6.97,11.33,2.9,2.44,2.48,4.26,1.95,1.88,2.39,1.87,1.34,121.47,50.37,29.91,12.23,110.19,749.8,594.63,1172.27,736.21,4986.067391304348,3651.014090909091,3393.52,3.66,Australia,Oceania,Monthly,4306.45,4903.23,1236.13,21774.19,6.0,Australia,77.75,36.84,58.57,77.44,72.95,104.63
Ruzomberok,Slovakia,4.74,0.79,0.76,0.86,1.58,7.38,3.16,10.54,1.25,1.43,1.52,2.11,0.87,0.63,0.84,0.78,1.44,133.47,18.34,33.72,6.85,89.57,379.35,295.05,684.93,526.87,1390.94,2436.79,867.23,2.2,Slovakia,Europe,Monthly,2114.16,2315.01,581.4,10295.98,111.0,Slovakia,44.68,16.11,31.29,39.74,36.08,54.7
Waterville,United States,12.5,1.06,3.31,9.92,5.0,17.64,19.84,16.53,8.82,1.6835125448028656,8.82,7.69,6.61,5.51,5.0,3.0,1.17,115.0,95.0,165.0,16.25,150.0,1000.0,1000.0,1600.0,1825.0,4553.13,2960.08,5583.33,4.94,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Hermanus,South Africa,4.7,1.06,0.87,1.17,1.93,6.08,4.85,5.27,1.28,0.83,1.43,1.03,0.71,0.74,0.91,0.68,1.23,91.24,68.43,14.26,4.85,49.04,541.75,484.73,912.43,712.83,908.7815789473685,755.1560000000001,399.19,7.0,South Africa,Africa,Monthly,1441.44,1658.72,417.59,7366.19,114.0,South Africa,42.09,16.6,30.14,34.78,41.33,78.36
Ocean,United States,7.5,1.06,2.81,4.89,3.1753609625668444,8.81,11.02,11.99,4.39,0.73,7.59,9.37,4.29,2.2,1.99,2.5,1.3,175.78,100.0,10.0,9.5,95.0,987.5,750.0,1500.0,1325.0,3702.987788461537,2821.9793931398435,2200.0,3.0,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Waynesboro,United States,8.0,0.79,3.86,1.96,2.9,13.21,12.54,6.37,4.34,1.08,2.62,4.39,1.96,2.03,2.29,1.19,0.98,200.0,65.0,41.40092833876223,11.0,80.0,1600.0,1400.0,2500.0,2500.0,3702.987788461537,2821.9793931398435,3978.667886597939,5.1448448043184625,United States,Northern America,Monthly,6966.0,7925.0,2000.0,35250.0,132.0,United States,70.13,42.07,56.98,70.37,70.07,106.34
Az Zabadani,Syria,6.75,0.69,0.43,0.98,1.23,3.36,3.24,8.83,0.67,1.2,0.41,0.48,0.45,0.75,0.38,0.33,0.7,24.67,35.9,11.533333333333333,2.0,35.93,137.846,84.66399999999999,256.56166666666667,150.85,1126.0,723.8140000000001,48.43666666666667,6.97,Syria,Asia,Monthly,10.12,11.51,2.9,51.2,121.0,Syria,28.75,5.17,17.7,29.34,22.81,6.59
Cesenatico,Italy,8.69,1.16,1.05,1.58,2.53,7.9,10.54,15.81,2.16,1.79,3.16,3.16,2.11,1.58,0.84,0.21,2.1,245.87,33.37,48.73845588235293,9.48,121.18,632.25,526.87,1053.75,843.0,2972.4798979591806,1859.0855999999985,1502.7648175182462,1.42,Italy,Europe,Monthly,3467.23,3868.92,972.52,17230.44,59.0,Italy,66.47,20.55,44.95,57.95,70.58,61.74
